"näringsgren SNI 2007","år","tabellinnehåll","Basfakta företag enligt Företagens ekonomi"
"01.4 husdjursskötsel","2023","Förädlingsvärde, mnkr",14650
"01.4 husdjursskötsel","2023","Summa tillgångar, mnkr",135389
"01.4 husdjursskötsel","2023","Bruttoinvesteringar, mnkr",..
"01.4 husdjursskötsel","2023","Nettoinvesteringar, mnkr",..
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Antal företag",5281
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Antal anställda",4012
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Nettoomsättning, mnkr",21338
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Förädlingsvärde, mnkr",9069
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Summa tillgångar, mnkr",48395
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Bruttoinvesteringar, mnkr",..
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2022","Nettoinvesteringar, mnkr",..
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Antal företag",5288
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Antal anställda",4169
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Nettoomsättning, mnkr",21245
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Förädlingsvärde, mnkr",7673
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Summa tillgångar, mnkr",52268
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Bruttoinvesteringar, mnkr",..
"01.41 mjölkproduktion och uppfödning av nötkreatur av mjölkras","2023","Nettoinvesteringar, mnkr",..
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Antal företag",7150
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Antal anställda",828
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Nettoomsättning, mnkr",7682
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Förädlingsvärde, mnkr",3026
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Summa tillgångar, mnkr",27221
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Bruttoinvesteringar, mnkr",..
"01.42 uppfödning av andra nötkreatur och bufflar","2022","Nettoinvesteringar, mnkr",..
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Antal företag",7115
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Antal anställda",769
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Nettoomsättning, mnkr",7875
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Förädlingsvärde, mnkr",2883
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Summa tillgångar, mnkr",29603
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Bruttoinvesteringar, mnkr",..
"01.42 uppfödning av andra nötkreatur och bufflar","2023","Nettoinvesteringar, mnkr",..
"01.43 uppfödning av hästar och andra hästdjur","2022","Antal företag",1954
"01.43 uppfödning av hästar och andra hästdjur","2022","Antal anställda",556
"01.43 uppfödning av hästar och andra hästdjur","2022","Nettoomsättning, mnkr",2016
"01.43 uppfödning av hästar och andra hästdjur","2022","Förädlingsvärde, mnkr",161
"01.43 uppfödning av hästar och andra hästdjur","2022","Summa tillgångar, mnkr",26620
"01.43 uppfödning av hästar och andra hästdjur","2022","Bruttoinvesteringar, mnkr",..
"01.43 uppfödning av hästar och andra hästdjur","2022","Nettoinvesteringar, mnkr",..
"01.43 uppfödning av hästar och andra hästdjur","2023","Antal företag",1951
"01.43 uppfödning av hästar och andra hästdjur","2023","Antal anställda",564
"01.43 uppfödning av hästar och andra hästdjur","2023","Nettoomsättning, mnkr",1845
"01.43 uppfödning av hästar och andra hästdjur","2023","Förädlingsvärde, mnkr",84
"01.43 uppfödning av hästar och andra hästdjur","2023","Summa tillgångar, mnkr",27815
"01.43 uppfödning av hästar och andra hästdjur","2023","Bruttoinvesteringar, mnkr",..
"01.43 uppfödning av hästar och andra hästdjur","2023","Nettoinvesteringar, mnkr",..
"01.44 uppfödning av kameler och kameldjur","2022","Antal företag",33
"01.44 uppfödning av kameler och kameldjur","2022","Antal anställda",2
"01.44 uppfödning av kameler och kameldjur","2022","Nettoomsättning, mnkr",17
"01.44 uppfödning av kameler och kameldjur","2022","Förädlingsvärde, mnkr",4
"01.44 uppfödning av kameler och kameldjur","2022","Summa tillgångar, mnkr",51
"01.44 uppfödning av kameler och kameldjur","2022","Bruttoinvesteringar, mnkr",..
"01.44 uppfödning av kameler och kameldjur","2022","Nettoinvesteringar, mnkr",..
"01.44 uppfödning av kameler och kameldjur","2023","Antal företag",34
"01.44 uppfödning av kameler och kameldjur","2023","Antal anställda",3
"01.44 uppfödning av kameler och kameldjur","2023","Nettoomsättning, mnkr",11
"01.44 uppfödning av kameler och kameldjur","2023","Förädlingsvärde, mnkr",3
"01.44 uppfödning av kameler och kameldjur","2023","Summa tillgångar, mnkr",50
"01.44 uppfödning av kameler och kameldjur","2023","Bruttoinvesteringar, mnkr",..
"01.44 uppfödning av kameler och kameldjur","2023","Nettoinvesteringar, mnkr",..
"01.45 uppfödning av får och getter","2022","Antal företag",2522
"01.45 uppfödning av får och getter","2022","Antal anställda",81
"01.45 uppfödning av får och getter","2022","Nettoomsättning, mnkr",762
"01.45 uppfödning av får och getter","2022","Förädlingsvärde, mnkr",246
"01.45 uppfödning av får och getter","2022","Summa tillgångar, mnkr",3436
"01.45 uppfödning av får och getter","2022","Bruttoinvesteringar, mnkr",..
"01.45 uppfödning av får och getter","2022","Nettoinvesteringar, mnkr",..
"01.45 uppfödning av får och getter","2023","Antal företag",2511
"01.45 uppfödning av får och getter","2023","Antal anställda",74
"01.45 uppfödning av får och getter","2023","Nettoomsättning, mnkr",778
"01.45 uppfödning av får och getter","2023","Förädlingsvärde, mnkr",232
"01.45 uppfödning av får och getter","2023","Summa tillgångar, mnkr",4178
"01.45 uppfödning av får och getter","2023","Bruttoinvesteringar, mnkr",..
"01.45 uppfödning av får och getter","2023","Nettoinvesteringar, mnkr",..
"01.46 uppfödning av svin","2022","Antal företag",790
"01.46 uppfödning av svin","2022","Antal anställda",1011
"01.46 uppfödning av svin","2022","Nettoomsättning, mnkr",5859
"01.46 uppfödning av svin","2022","Förädlingsvärde, mnkr",1684
"01.46 uppfödning av svin","2022","Summa tillgångar, mnkr",10326
"01.46 uppfödning av svin","2022","Bruttoinvesteringar, mnkr",..
"01.46 uppfödning av svin","2022","Nettoinvesteringar, mnkr",..
"01.46 uppfödning av svin","2023","Antal företag",787
"01.46 uppfödning av svin","2023","Antal anställda",1061
"01.46 uppfödning av svin","2023","Nettoomsättning, mnkr",6392
"01.46 uppfödning av svin","2023","Förädlingsvärde, mnkr",1671
"01.46 uppfödning av svin","2023","Summa tillgångar, mnkr",10672
"01.46 uppfödning av svin","2023","Bruttoinvesteringar, mnkr",..
"01.46 uppfödning av svin","2023","Nettoinvesteringar, mnkr",..
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Antal företag",551
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Antal anställda",1060
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Nettoomsättning, mnkr",8154
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Förädlingsvärde, mnkr",1472
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Summa tillgångar, mnkr",7261
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Bruttoinvesteringar, mnkr",..
"01.47 äggproduktion och uppfödning av fjäderfä","2022","Nettoinvesteringar, mnkr",..
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Antal företag",546
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Antal anställda",1072
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Nettoomsättning, mnkr",9078
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Förädlingsvärde, mnkr",1720
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Summa tillgångar, mnkr",7883
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Bruttoinvesteringar, mnkr",..
"01.47 äggproduktion och uppfödning av fjäderfä","2023","Nettoinvesteringar, mnkr",..
"01.49 uppfödning av andra djur","2022","Antal företag",3128
"01.49 uppfödning av andra djur","2022","Antal anställda",249
"01.49 uppfödning av andra djur","2022","Nettoomsättning, mnkr",1083
"01.49 uppfödning av andra djur","2022","Förädlingsvärde, mnkr",353
"01.49 uppfödning av andra djur","2022","Summa tillgångar, mnkr",2112
"01.49 uppfödning av andra djur","2022","Bruttoinvesteringar, mnkr",..
"01.49 uppfödning av andra djur","2022","Nettoinvesteringar, mnkr",..
"01.49 uppfödning av andra djur","2023","Antal företag",3151
"01.49 uppfödning av andra djur","2023","Antal anställda",237
"01.49 uppfödning av andra djur","2023","Nettoomsättning, mnkr",1151
"01.49 uppfödning av andra djur","2023","Förädlingsvärde, mnkr",383
"01.49 uppfödning av andra djur","2023","Summa tillgångar, mnkr",2919
"01.49 uppfödning av andra djur","2023","Bruttoinvesteringar, mnkr",..
"01.49 uppfödning av andra djur","2023","Nettoinvesteringar, mnkr",..
"01.5 blandat jordbruk","2022","Antal företag",42348
"01.5 blandat jordbruk","2022","Antal anställda",5102
"01.5 blandat jordbruk","2022","Nettoomsättning, mnkr",38184
"01.5 blandat jordbruk","2022","Förädlingsvärde, mnkr",15100
"01.5 blandat jordbruk","2022","Summa tillgångar, mnkr",149910
"01.5 blandat jordbruk","2022","Bruttoinvesteringar, mnkr",..
"01.5 blandat jordbruk","2022","Nettoinvesteringar, mnkr",..
"01.5 blandat jordbruk","2023","Antal företag",42458
"01.5 blandat jordbruk","2023","Antal anställda",5339
"01.5 blandat jordbruk","2023","Nettoomsättning, mnkr",39599
"01.5 blandat jordbruk","2023","Förädlingsvärde, mnkr",14389
"01.5 blandat jordbruk","2023","Summa tillgångar, mnkr",159281
"01.5 blandat jordbruk","2023","Bruttoinvesteringar, mnkr",..
"01.5 blandat jordbruk","2023","Nettoinvesteringar, mnkr",..
"01.50 blandat jordbruk","2022","Antal företag",42348
"01.50 blandat jordbruk","2022","Antal anställda",5102
"01.50 blandat jordbruk","2022","Nettoomsättning, mnkr",38184
"01.50 blandat jordbruk","2022","Förädlingsvärde, mnkr",15100
"01.50 blandat jordbruk","2022","Summa tillgångar, mnkr",149910
"01.50 blandat jordbruk","2022","Bruttoinvesteringar, mnkr",..
"01.50 blandat jordbruk","2022","Nettoinvesteringar, mnkr",..
"01.50 blandat jordbruk","2023","Antal företag",42458
"01.50 blandat jordbruk","2023","Antal anställda",5339
"01.50 blandat jordbruk","2023","Nettoomsättning, mnkr",39599
"01.50 blandat jordbruk","2023","Förädlingsvärde, mnkr",14389
"01.50 blandat jordbruk","2023","Summa tillgångar, mnkr",159281
"01.50 blandat jordbruk","2023","Bruttoinvesteringar, mnkr",..
"01.50 blandat jordbruk","2023","Nettoinvesteringar, mnkr",..
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Antal företag",6985
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Antal anställda",2355
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Nettoomsättning, mnkr",8301
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Förädlingsvärde, mnkr",3374
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Summa tillgångar, mnkr",14516
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Bruttoinvesteringar, mnkr",..
"01.6 service till jordbruk och bearbetning av skördade växter","2022","Nettoinvesteringar, mnkr",..
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Antal företag",7265
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Antal anställda",2405
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Nettoomsättning, mnkr",9077
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Förädlingsvärde, mnkr",3618
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Summa tillgångar, mnkr",15752
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Bruttoinvesteringar, mnkr",..
"01.6 service till jordbruk och bearbetning av skördade växter","2023","Nettoinvesteringar, mnkr",..
"01.61 service till växtodling","2022","Antal företag",2610
"01.61 service till växtodling","2022","Antal anställda",1113
"01.61 service till växtodling","2022","Nettoomsättning, mnkr",4751
"01.61 service till växtodling","2022","Förädlingsvärde, mnkr",1894
"01.61 service till växtodling","2022","Summa tillgångar, mnkr",8298
"01.61 service till växtodling","2022","Bruttoinvesteringar, mnkr",..
"01.61 service till växtodling","2022","Nettoinvesteringar, mnkr",..
"01.61 service till växtodling","2023","Antal företag",2741
"01.61 service till växtodling","2023","Antal anställda",1184
"01.61 service till växtodling","2023","Nettoomsättning, mnkr",5324
"01.61 service till växtodling","2023","Förädlingsvärde, mnkr",2062
"01.61 service till växtodling","2023","Summa tillgångar, mnkr",9280
"01.61 service till växtodling","2023","Bruttoinvesteringar, mnkr",..
"01.61 service till växtodling","2023","Nettoinvesteringar, mnkr",..
"01.62 service till husdjursskötsel","2022","Antal företag",4336
"01.62 service till husdjursskötsel","2022","Antal anställda",1187
"01.62 service till husdjursskötsel","2022","Nettoomsättning, mnkr",3180
"01.62 service till husdjursskötsel","2022","Förädlingsvärde, mnkr",1405
"01.62 service till husdjursskötsel","2022","Summa tillgångar, mnkr",5858
"01.62 service till husdjursskötsel","2022","Bruttoinvesteringar, mnkr",..
"01.62 service till husdjursskötsel","2022","Nettoinvesteringar, mnkr",..
"01.62 service till husdjursskötsel","2023","Antal företag",4484
"01.62 service till husdjursskötsel","2023","Antal anställda",1155
"01.62 service till husdjursskötsel","2023","Nettoomsättning, mnkr",3318
"01.62 service till husdjursskötsel","2023","Förädlingsvärde, mnkr",1460
"01.62 service till husdjursskötsel","2023","Summa tillgångar, mnkr",6039
"01.62 service till husdjursskötsel","2023","Bruttoinvesteringar, mnkr",..
"01.62 service till husdjursskötsel","2023","Nettoinvesteringar, mnkr",..
"01.63 bearbetning av skördade växter","2022","Antal företag",25
"01.63 bearbetning av skördade växter","2022","Antal anställda",15
"01.63 bearbetning av skördade växter","2022","Nettoomsättning, mnkr",..
"01.63 bearbetning av skördade växter","2022","Förädlingsvärde, mnkr",..
"01.63 bearbetning av skördade växter","2022","Summa tillgångar, mnkr",..
"01.63 bearbetning av skördade växter","2022","Bruttoinvesteringar, mnkr",..
"01.63 bearbetning av skördade växter","2022","Nettoinvesteringar, mnkr",..
"01.63 bearbetning av skördade växter","2023","Antal företag",28
"01.63 bearbetning av skördade växter","2023","Antal anställda",22
"01.63 bearbetning av skördade växter","2023","Nettoomsättning, mnkr",..
"01.63 bearbetning av skördade växter","2023","Förädlingsvärde, mnkr",..
"01.63 bearbetning av skördade växter","2023","Summa tillgångar, mnkr",..
"01.63 bearbetning av skördade växter","2023","Bruttoinvesteringar, mnkr",..
"01.63 bearbetning av skördade växter","2023","Nettoinvesteringar, mnkr",..
"01.64 bearbetning av utsäde","2022","Antal företag",14
"01.64 bearbetning av utsäde","2022","Antal anställda",40
"01.64 bearbetning av utsäde","2022","Nettoomsättning, mnkr",..
"01.64 bearbetning av utsäde","2022","Förädlingsvärde, mnkr",..
"01.64 bearbetning av utsäde","2022","Summa tillgångar, mnkr",..
"01.64 bearbetning av utsäde","2022","Bruttoinvesteringar, mnkr",..
